,data_id,day,time,content,if_focus,0,1,2
16,2434595,20211207,10:38:04,【央行下调支农、支小再贷款利率0.25个百分点】记者从多个信源了解到，支农、支小再贷款自2021年12月7日起下调0.25个百分点，下调后3个月、6个月、1年期再贷款利率分别为1.7％、1.9％、2％。这是时隔一年多人民银行再度下调支农、支小再贷款利率。2020年7月，央行彼时下调支农、支小再贷款利率0.25个百分点。不过，有观点认为，支农、支小再贷款利率的下调并不能看作是政策利率“降息”。光大证券首席固定收益分析师张旭曾对证券时报记者表示，我国中央银行政策利率体系由公开市场操作利率(短期政策利率)和MLF利率(中期政策利率)组成，再贷款、再贴现利率并非政策利率。在当前的货币政策传导机制中，央行主要通过中期借贷便利(MLF)、公开市场逆回购等政策利率释放利率调控信号，并引导DR007等市场基准利率以政策利率为中枢运行，最终影响到贷款等金融产品的利率。(e公司),0,0.0010778162395581603,0.01495345588773489,0.9839687347412109
17,2434594,20211207,10:33:39,  特高压板块持续走低，远东股份、华明装备、派瑞股份、煜邦电力、通达动力、金杯电工等跌超5%。,0,0.0002868837909772992,0.00310562364757061,0.9966075420379639
18,2434593,20211207,10:33:29,  日经225指数早盘收涨1.3%，至28282.01点。,0,0.004169897176325321,0.21912379562854767,0.7767062783241272
19,2434592,20211207,10:33:01,西太平洋银行：奥密克戎变异株感染病例数增加、美联储更积极收紧的可能性、澳洲联储可能采取的鸽派立场，以及美元全面强势，表明澳元后续将进一步走弱。,0,0.0013131656451150775,0.23530949652194977,0.76337730884552
20,2434591,20211207,10:32:15,Sensor Tower：11月共37个中国厂商入围全球手游发行商收入榜TOP100，合计吸金超过22.3亿美元，占全球TOP100手游发行商收入的38.3%。,0,0.002545366995036602,0.9576981067657471,0.039756570011377335
21,2434589,20211207,10:30:52,港股SaaS概念股走强，联易融科技(09959.HK)涨17%，明源云(00909.HK)涨9.9%，医渡科技(02158.HK)涨6.96%，中国有赞(08083.HK)涨6.67%，移卡(09923.HK)涨5.2%，汇量科技(01860.HK)涨3.83%，金蝶国际(00268.HK)涨3.57%，金山软件(03888.HK)涨近3%。,0,0.0005961725255474448,0.9969574213027954,0.0024465054739266634
22,2434588,20211207,10:29:39,【国台办：厦门市公安机关决定将台湾枪击案嫌犯遣返回台】针对“逃往厦门的台湾枪击案嫌犯即将解除防疫隔离”一事，国台办发言人马晓光7日答记者问时表示，为打击暴力犯罪，保障两岸人民生命财产安全，维护两岸交流秩序，厦门市公安机关决定将该黄姓嫌犯遣返回台。（中新网）,0,0.0004033986188005656,0.001231467816978693,0.9983651041984558
23,2434587,20211207,10:27:54,德国报告新增36059例新冠肺炎确诊病例，新增死亡病例399例，累计死亡103520例。,0,0.00044948418508283794,0.004447005223482847,0.9951034784317017
24,2434586,20211207,10:23:00,沪深两市成交额突破5000亿。,0,0.0032112249173223972,0.7157876491546631,0.28100109100341797
25,2434584,20211207,10:22:07,  元宇宙概念股冲高，中文在线拉升涨超15%，川网传媒、佳创视讯、恒信东方、中青宝、宝通科技等跟涨。,0,0.0011258026352152228,0.9418691396713257,0.057005029171705246
26,2434583,20211207,10:21:54,【因加收电费，SOHO中国上海7处物业遭罚款8664万元】从上海市市场监督管理局网站发现，12月2日，SOHO中国（00410.HK）旗下的7家物业公司因存在电力价格违法行为，违反了《中华人民共和国电力法》相关规定，被上海多地市场监管部门罚款合计约8664万元。（澎湃）,0,0.0013017157325521111,0.001293147332035005,0.9974051117897034
27,2434582,20211207,10:21:00,半导体板块持续走低，世运电路、法拉电子、新洁能、扬杰科技、力合微、易天股份、派瑞股份、江海股份、国科微等跌超5%。,0,0.0003211416769772768,0.002608510199934244,0.9970703125
28,2434581,20211207,10:19:50,【上海：外省市通报1例本土确诊病例，我市已筛查其在沪相关人员16590人，核酸检测结果均为阴性】上海市疫情防控工作领导小组办公室发布信息：昨日宁波通报1例本土确诊病例和2例无症状感染者，三人系同住家属。该确诊病例11月22日来沪，当天返回宁波。我市立即对其在沪活动轨迹进行流调，对相关人员和环境进行筛查，对所涉及场所进行消毒，相关情况如下： 经流调追踪比对显示，该确诊病例和11月25日报告的确诊病例和无症状感染者在本市没有直接接触。 截至12月7日8时，本市已筛查其在沪相关人员16590人，核酸检测结果均为阴性；累计检测环境样本821件，核酸检测结果均为阴性。,0,0.007633339148014784,0.006103611085563898,0.9862630367279053
29,2434579,20211207,10:16:26,越南VN指数上涨1％，至1427.73点。,0,0.0022528450936079025,0.8903720378875732,0.1073751226067543
30,2434578,20211207,10:14:29,港股航空股齐涨，中国国航涨5%，中国南方航空股份涨4.87%，美兰空港涨4.05%，国泰航空涨2.92%，北京首都机场股份涨1.3%。,0,0.0005189558723941445,0.9944170713424683,0.005063922144472599
31,2434577,20211207,10:13:59,【港股生物医药板块走高 复星医药涨近3%】港股生物医药板块走高，威高股份涨超5%，康方医药涨超4%，启明医疗、微创医疗涨近4%，复星医药、药明生物涨近3%。,0,0.0019693728536367416,0.6894283294677734,0.30860236287117004
32,2434576,20211207,10:13:18,宁波确诊病例曾到上海，在沪相关人员排查16590人均为阴性。（央视新闻）,0,0.0004846502561122179,0.008949227631092072,0.990566074848175
33,2434575,20211207,10:11:53, 【 广电运通：首批认证！多款产品及应用获金融信创生态实验室认证】日前，广电运通多款金融机具及软件平台通过金融信创生态实验室的信创应用适配验证测试，包括大额现金存取款机、自动柜员机、智慧柜员机、iBank4.0全渠道业务统一平台等，成为首批在金融信创场景下通过适配验证的信创产品。金融信创生态实验室成立于2020年11月，由中国人民银行领导，中国金融电子化公司牵头组建，专注于金融信息技术创新重要基础设施和专业化实验平台建设。,0,0.0019740010611712933,0.9977164268493652,0.0003095809370279312
34,2434574,20211207,10:11:25,日本将于12月中旬开始通过APP发放疫苗证书。,0,0.002728477120399475,0.597108781337738,0.4001627266407013
35,2434572,20211207,10:11:01,锂电、储能等新能源方向持续走低，瀚川智能、鼎盛新材、同力日升跌超9%，天华超净、联赢激光、新风光、科泰电源、德赛电池等跌逾5%。,0,0.0003759333922062069,0.0028995743487030268,0.996724545955658
36,2434571,20211207,10:10:54,A股三大股指集体翻绿。,0,0.00038667250191792846,0.005746965762227774,0.9938663840293884
37,2434570,20211207,10:07:59,机构调查：预计加拿大房价2022年将上涨5.0%，2023年上涨2.0%（8月调查分别为3.2%和2.6%）。分析师称，未来两三年加拿大住房负担能力将恶化。,0,0.0004590759053826332,0.016583476215600967,0.9829574227333069
38,2434569,20211207,10:03:05,【上海口岸预计全年进出口总额将创历史新高】上海市商务委（口岸办）日前传出好消息，截至10月，上海口岸年度累计进出口货值达81671.5亿元，同比增长14.6%。预计全年上海口岸进出口总额将超去年，创历史新高，占全球比重在去年3.2%以上进一步提升，世界最大贸易口岸城市地位更加稳固。（解放日报）,0,0.004942458122968674,0.993881106376648,0.0011764280498027802
39,2434568,20211207,10:01:46,  最高人民检察院依法以涉嫌受贿罪、滥用职权罪对江西省政协原党组成员、副主席肖毅作出逮捕决定。,0,0.0003133118443656713,0.0014501989353448153,0.9982364177703857
40,2434567,20211207,10:01:36,  家电板块走强，老板电器涨停，苏泊尔、火星人、小熊电器、海信家电、石头科技等涨超4%。,0,0.0004706252075266093,0.9892501831054688,0.010279223322868347
41,2434566,20211207,09:59:29,【南山铝业：目前已着手开始布局屋顶光伏发电 也在探讨海上风能发电】南山铝业在互动平台表示，公司目前已着手开始布局屋顶光伏发电，也在探讨海上风能发电，远期规划还将利用山东省内的核电等绿色低碳能源来逐步替代现有能源供应。,0,0.0008459169766865671,0.9979318380355835,0.0012221942888572812
42,2434565,20211207,09:59:20,港股汽车股普涨，恒大汽车涨4.28%，小鹏汽车、理想汽车涨3.6%，东风集团股份涨3%，北京汽车涨2.6%，比亚迪股份涨2.25%，广汽集团涨2%，五菱汽车涨1.78%，吉利汽车涨0.45%。,0,0.0007756971172057092,0.992630124092102,0.006594268139451742
43,2434564,20211207,09:58:51,中国高收益美元债每1美元上涨1-2美分。,0,0.0019277676474303007,0.7487866878509521,0.24928544461727142
44,2434563,20211207,09:58:20,汽车整车板块探底回升，江淮汽车涨近9%，中集车辆、中国重汽、江铃汽车跟涨。,0,0.00046786421444267035,0.9921282529830933,0.007403898052871227
45,2434562,20211207,09:57:26,【大湾区企业成功发行澳门首笔工商企业绿色债券】12月6日，澳门债券市场首笔工商企业绿色债券——明阳智慧能源集团股份公司2亿美元、3年期绿色债券成功发行。明阳智能公司位于广东省中山市，是内地风力发电装备制造行业的龙头企业，此次成为第一家在澳门发债的内地民营企业，进一步丰富了澳门债券市场参与者类型，充分展示了“双循环”新发展格局下粤港澳大湾区融合发展的广阔前景，是澳门现代金融业响应国家金融支持实体经济、支持民营经济高质量发展战略的重要体现。（央视财经）,0,0.0032814391888678074,0.9959942102432251,0.0007243403233587742
46,2434561,20211207,09:53:25,北向资金净流入达30亿元。,0,0.0016146228881552815,0.7683823108673096,0.23000310361385345
47,2434560,20211207,09:49:42,  【捷佳伟创：公司为光伏产业链中的中游电池片生产设备提供商】捷佳伟创在互动平台表示，公司为光伏产业链中的中游电池片生产设备提供商。公司设备能够应用到有机太阳能电池领域。近年来光伏行业技术迭代加快，公司围绕着降本增效在TOPCON和HJT技术领域较早地做了全面布局，并且推出了具有优势的差异化设备产品。,0,0.003842191305011511,0.9953932762145996,0.0007645286386832595
48,2434559,20211207,09:49:08,  培育钻石概念股反弹，国机精工涨停，力量钻石、曼卡龙、中兵红箭、黄河旋风等跟涨。,0,0.0007641254924237728,0.9848901629447937,0.014345736242830753
49,2434558,20211207,09:48:58,【雷军退出小米科技武汉公司法定代表人】12月6日，小米科技（武汉）有限公司发生工商变更，法定代表人由雷军变更为曾学忠，同时雷军退出执行董事兼总经理职位。小米科技（武汉）有限公司成立于2017年9月，注册资本2.1亿人民币。股权穿透图显示，该公司由小米通讯技术有限公司全资持股。,0,0.02681541070342064,0.0009517542785033584,0.9722328782081604
50,2434557,20211207,09:46:27,WTI原油期货日内涨幅扩大至1.00%，现报70.19美元/桶。,0,0.002584640169516206,0.10863412916660309,0.8887812495231628
51,2434556,20211207,09:46:17,“20世茂G1”盘中涨超30%，触发临停。,0,0.0003422772861085832,0.0014736418379470706,0.9981840252876282
52,2434555,20211207,09:45:08,  北向资金净流入超20亿元。,0,0.0016556228511035442,0.7829358577728271,0.2154085636138916
53,2434553,20211207,09:43:40,白酒概念短线拉升，广誉远涨超6%，老白干酒、泸州老窖、口子窖跟涨。,0,0.0016897087916731834,0.831695556640625,0.16661472618579865
54,2434552,20211207,09:43:31,菲律宾央行：随时准备维持宽松的货币政策立场，以支持经济复苏。,0,0.0006967692170292139,0.9933143258094788,0.0059889149852097034
55,2434551,20211207,09:43:23,深成指翻绿，沪指涨幅收窄至0.3%。,0,0.0007863885257393122,0.021417375653982162,0.9777962565422058
56,2434550,20211207,09:43:17,菲律宾央行：2022年通胀前景的风险倾向上行，但在2023年保持大致平衡。,0,0.834940493106842,0.16042880713939667,0.004630650393664837
57,2434549,20211207,09:43:06,日本财务大臣铃木俊一：没有考虑设定不同的财政目标来取代原来的预算目标。,0,0.001346201403066516,0.2317861020565033,0.7668676972389221
58,2434548,20211207,09:41:37,烟草板块开盘走低，陕西金叶跌停，民丰特纸、中科信息、新宏泽、华宝股份等跌幅居前。,0,0.0003798887482844293,0.003184159751981497,0.9964359998703003
59,2434547,20211207,09:40:47,港股互联网医疗板块涨幅居前，阿里健康涨近7%，平安好医生涨5%，京东健康涨约3.8%。,0,0.0006307890871539712,0.9769737124443054,0.022395532578229904
60,2434545,20211207,09:39:47,国防军工板块走弱，华强科技跌超7%，合众思壮、光启技术、博云新材跟跌。,0,0.0003397073014639318,0.0038712930399924517,0.9957889914512634
61,2434543,20211207,09:38:38,日本财长铃木俊一：有关税收修订的讨论已经进入最后阶段。,0,0.0007003947393968701,0.952506422996521,0.04679320752620697
62,2434542,20211207,09:37:29,创业板指翻绿，现跌超0.4%。,0,0.0003179505292791873,0.002289930358529091,0.9973920583724976
63,2434541,20211207,09:36:43,储能板块下挫走弱，明阳智能跌超5%，双杰电气、长高集团、国轩高科跟跌。,0,0.0003486804198473692,0.0020251369569450617,0.9976262450218201
64,2434539,20211207,09:35:51,钢铁板块持续拉升，方大特钢涨近5%，盛德鑫泰、本钢板材、大中矿业跟涨。,0,0.001277519972063601,0.8879797458648682,0.11074265092611313
65,2434538,20211207,09:34:45,马斯克表示，特斯拉不需要联邦税收减免。马斯克称，Cybertruck将于2023年开始批量生产。,0,0.0006752639310434461,0.9893515706062317,0.009973227046430111
66,2434537,20211207,09:34:21,港股元宇宙概念股走高，阿里巴巴涨超8%，栢能集团涨超6%，哔哩哔哩涨超4%，心动公司涨超3%，赤子城科技、阜博集团涨近3%。,0,0.0004982191021554172,0.9872875213623047,0.012214298360049725
67,2434536,20211207,09:33:56,【中国联通全面升级联通云业务】12月6日，在中国联通合作伙伴大会上，中国联通正式发布“联通云”产品。按照规划，联通云是中国联通“大联接、大计算、大数据、大应用、大安全”五大主责主业中，承接大计算业务的统一算力基座，将提升“联接+感知+计算+智能”算网服务水平，为数字经济打造“第一算力引擎”。此次联通云的技术升级主要包含五方面，分别是云原生技术引领，分布式云跨域一体，核心技术自主可控、安全可信，PaaS产品数智融合，云网一体。,0,0.00318700703792274,0.9964209794998169,0.0003919425653293729
68,2434535,20211207,09:33:41,融创中国涨逾10%。,0,0.0021292376331984997,0.3375086784362793,0.6603620648384094
69,2434534,20211207,09:33:21,烟草板块开盘下挫，陕西金叶跌停，民丰特纸、中科信息、华业香料跟跌。,0,0.0005197850405238569,0.005594983231276274,0.9938852190971375
70,2434533,20211207,09:33:12,港股海运板块走高，中远海控涨超6%，中远海发涨近3%，东方海外国际涨超2%。,0,0.0010319987777620554,0.7256799936294556,0.27328798174858093
71,2434532,20211207,09:32:55, 【中国联通发布“十四五”集团新定位、新战略】12月6日，在中国联通合作伙伴大会上，中国联通董事长刘烈宏宣布，中国联通将“十四五”公司发展的定位明确为“数字信息基础设施运营服务国家队、网络强国数字中国智慧社会建设主力军、数字技术融合创新排头兵”。基于新定位，公司战略升级为“强基固本、守正创新、融合开放”，更加突出强网络之基、固服务之本；更加突出守网络化之正，拓数字化、智能化之新；更加突出要素融合、市场融通。,0,0.001291864668019116,0.9984157085418701,0.00029249233193695545
72,2434531,20211207,09:32:38,家具家居股开盘大涨，志邦家居冲击涨停，东方雨虹、顾家家居、坚朗五金、科顺股份等跟涨。,0,0.0004437130701262504,0.9806280136108398,0.018928173929452896
73,2434530,20211207,09:31:26,国债期货开盘，10年期主力合约跌0.08%，5年期主力合约跌0.01%，2年期主力合约与昨日持平。,0,0.0016178942751139402,0.0729975700378418,0.925384521484375
74,2434527,20211207,09:28:23,中证转债指数开盘涨0.14%，斯特转债涨6.1%，拓尔转债涨3.8%，通光转债涨3.5%，牧原转债跌5.4%，麒麟转债跌3.9%，伟20转债跌2.5%。,0,0.003500835271552205,0.08818212896585464,0.908316969871521
75,2434525,20211207,09:26:29,【牧原股份低开6.03％ 被爆旗下多家企业商票逾期】“猪茅”牧原股份低开6.03％，牧原股份公告称，截至11月30日，23家子公司已完成全部逾期商票的兑付，尚有9家子公司存在逾期未支付商业承兑汇票合计1707.27万元；截至12月6日，公司9家子公司尚存逾期未支付商业承兑汇票合计755.98万元。,0,0.001342457253485918,0.0006705897394567728,0.997986912727356
76,2434524,20211207,09:26:22,科创50指数开盘报1413.00点，涨0.51%。,0,0.0028258729726076126,0.4264301061630249,0.5707440972328186
77,2434523,20211207,09:26:16,港股内房股走高，融创中国、中国恒大涨近7%，富力地产、禹洲集团涨超4%，万科企业涨超3%，碧桂园涨近3%。,0,0.0011637943098321557,0.7878754734992981,0.2109607756137848
78,2434522,20211207,09:25:48,三大股指高开，沪指涨0.61％，深成指涨0.62％，创业板涨0.7％。,0,0.0020729040261358023,0.7771274447441101,0.22079963982105255
79,2434521,20211207,09:21:58,【港股恒大概念股走高】港股恒大概念股走高，中国恒大涨近7%，恒大汽车涨超5%，恒大物业涨超4%，恒腾网络涨近3%；中国恒大在港交所公告，考虑到集团目前面临的经营上和财务上的挑战，公司董事会决议设立中国恒大集团风险化解委员会。,0,0.004079178906977177,0.8081043362617493,0.1878165304660797
80,2434520,20211207,09:21:21,港股恒指高开涨1.52％，国企指数涨1.62％。阿里巴巴涨超8%。,0,0.0014395019970834255,0.11826177686452866,0.8802987337112427
81,2434519,20211207,09:21:16,央行今日进行100亿元7天期逆回购操作，另有1000亿元逆回购到期。中标利率2.2%，持平上次。,0,0.0006474874098785222,0.9903270602226257,0.009025434963405132
82,2434518,20211207,09:18:24,马斯克称，希望明年能在人类身上使用“脑机接口”Neuralink装置；自己的大部分精力都花在了SpaceX的星际飞船上。,0,0.001067448640242219,0.9940464496612549,0.004886122420430183
83,2434517,20211207,09:17:38,【国光电器：“区块链+供应链金融”服务平台已经与建设银行、中信银行等金融机构开展合作】国光电器在互动平台表示，目前供应链金融公司“区块链+供应链金融”服务平台已经与建设银行、广州银行、浦发银行、 中信银行等金融机构开展合作。区块链技术团队一直在跟踪研究数字货币在产业金融等场景中的应用。,0,0.0009644441888667643,0.9983711838722229,0.0006642896332778037
84,2434516,20211207,09:17:26, 【东吴证券：中期继续看好钢铁股】东吴证券指出，中期继续看好钢铁股。在盈利历史中高位、估值历史低位的大背景下，碳中和大概率带来行业供给天花板，加之原料端再次贡献成本红利，钢铁股将迎来一波业绩、估值双升的板块性机会。看好低估值板材、部分优质长材及特钢。短期首推稀土钢铁双龙头包钢股份，纯钢铁股推荐华菱钢铁、新钢股份、宝钢股份、久立特材、中信特钢等；建议关注鞍钢股份、首钢股份、南钢股份。（证券时报网）,0,0.0019600638188421726,0.9974789023399353,0.0005610532243736088
85,2434515,20211207,09:14:36,  大商所铁矿期货主力合约上涨6%，报655.5元/吨。,0,0.0028706917073577642,0.8083035349845886,0.188825786113739
86,2434514,20211207,09:14:17,【特斯拉11月德国销量逆势大增234%】虽然特斯拉柏林超级工厂尚未投入运营，但该公司在那里的销量正直线上升。据跟踪特斯拉消息的加拿大博客Drive Tesla Canada报道，特斯拉11月份在德国的销量飙升了234%。与此同时，其他汽车制造商的销量在下降，德国11月汽车总销量下降了32%。整体销量下降的一个主要原因是芯片短缺，这对特斯拉的影响似乎不像其他汽车制造商那样大。特斯拉已经能够使用来自不同供应商的不同芯片来满足其需求。,0,0.9985085129737854,0.000590173527598381,0.0009013569797389209
87,2434513,20211207,09:12:26,  【国内单体容量最大海上风电场主体完工】从中交一航获悉，12月6日一航局承建的江苏启东海上风电项目H1/H2标段最后1台风机顺利完成，标志着国内单体容量最大的海上风电场项目主体工程全部完成。项目位于启东市近海海域长江入海口处场区中心离岸约37公里，施工内容包含134台大兆瓦风机基础施工及风机安装任务，总装机容量达802兆瓦，是江苏省启东市首个海上风电项目。项目并网发电后预计年上网电量22亿千瓦时。,0,0.4727628827095032,0.4883149266242981,0.03892222419381142
88,2434512,20211207,09:12:17,郑商所纯碱期货主力合约上涨4.03%，报2634.0元/吨。,0,0.005932008847594261,0.6367571353912354,0.3573108911514282
89,2434511,20211207,09:12:03,大商所铁矿期货主力合约上涨5.02%，报649.0元/吨。,0,0.0026161926798522472,0.8240365386009216,0.17334721982479095
90,2434510,20211207,09:10:42,摩根士丹利：将世茂股份评级下调至平配，目标价3.56元；将中国奥园评级下调至低配，目标价1.78港元；将合景泰富集团评级下调至平配，目标价8.10港元；将雅居乐集团评级下调至低配，目标价5.54港元。,0,0.0019075572490692139,0.15703964233398438,0.841052770614624
91,2434509,20211207,09:09:28,【IMF：澳大利亚可能有理由提早收紧政策】国际货币基金组织（IMF）表示，澳大利亚的超宽松货币政策在支持经济方面发挥了重要作用，这就是为什么未来的决定——包括可能的提前加息——应该取决于数据。“如果通胀压力变得更加持久，那么将可能需要更早地收紧货币政策，”IMF在2021年的员工总结报告中说。IMF补充称，政策正常化应该依据复苏力度和预期通胀来调整。,0,0.001804635627195239,0.9846903681755066,0.01350498292595148
92,2434508,20211207,09:07:20,  美国总统拜登将于美东时间上午10点与俄罗斯总统普京举行电话会议。,0,0.002181818475946784,0.7526265382766724,0.24519170820713043
93,2434507,20211207,09:06:00,富时中国A50股指期货一度上涨1.3％。,0,0.0011286837980151176,0.985081136226654,0.013790211640298367
94,2434506,20211207,09:05:46,道琼斯指数12月期货涨0.2％，标普500指数期货涨0.2％。,0,0.0025838834699243307,0.5446979403495789,0.45271819829940796
95,2434505,20211207,09:04:26,内蒙古卫健委：12月6日0—24时，内蒙古自治区报告无新增疑似病例，新增本土确诊病例55例（均为呼伦贝尔满洲里市），含2例由无症状感染者转为确诊病例（均为呼伦贝尔满洲里市）。新增本土无症状感染者1例（为呼伦贝尔市新巴尔虎右旗）。,0,0.0014789041597396135,0.04749886319041252,0.9510222673416138
96,2434504,20211207,09:00:52,国内商品期货开盘普遍上涨，焦炭、铁矿涨超4%，液化石油气涨超3%，纯碱、焦煤涨超2%，SC原油涨近2%；豆粕、玻璃、沪锡跌超1%。,0,0.0020261744502931833,0.15945710241794586,0.8385167717933655
97,2434503,20211207,09:00:33,  富时中国A50指数期货盘初涨0.99%，上个交易日凌晨夜盘收涨0.98%。,0,0.0029729222878813744,0.7417302131652832,0.25529688596725464
98,2434502,20211207,09:00:12,  特斯拉CEO埃隆·马斯克：特斯拉不需要联邦税收信贷。,0,0.0007467344985343516,0.0632445439696312,0.9360086917877197
